,Magnitude,Scale,Time,Latitude,Longitude
1600,3.3,ML,2015-08-25T16:22:14.120000Z,44.008,16.426
1601,3.1,ML,2015-08-18T05:59:15.410000Z,40.637,15.443
1602,3.3,ML,2015-08-09T21:58:45.640000Z,39.074,15.235
1603,3.8,ML,2015-08-08T22:46:24.360000Z,38.551,14.27
1604,3,ML,2015-08-08T20:34:41.410000Z,38.561,14.274
1605,3.3,ML,2015-08-08T18:15:48.680000Z,38.555,14.281
1606,3.1,ML,2015-08-04T23:36:30.590000Z,37.642,14.148
1607,3.7,ML,2015-08-03T13:52:37.350000Z,37.41,16.142
1608,4,ML,2015-08-02T06:58:05.730000Z,39.4,15.738
1609,3.2,ML,2015-08-01T02:46:50.620000Z,37.649,15.896
1610,3,ML,2015-07-25T20:57:49.490000Z,42.638,13.031
1611,3.4,ML,2015-07-23T13:28:20.500000Z,41.491,14.97
1612,3.1,ML,2015-07-21T23:07:25.090000Z,44.042,10.968
1613,3,ML,2015-07-18T15:26:39.160000Z,44.276,10.953
1614,3,ML,2015-07-15T16:29:48.950000Z,37.597,15.04
1615,3,ML,2015-07-08T03:31:31.270000Z,42.085,15.492
1616,4.2,ML,2015-07-06T13:42:14.720000Z,42.468,19.408
1617,3.1,ML,2015-07-05T04:28:30.760000Z,43.532,12.278
1618,3.1,ML,2015-07-04T14:09:15.110000Z,36.998,19.171
1619,3,ML,2015-06-29T02:53:02.420000Z,44.186,10.9
1620,3.1,ML,2015-06-27T01:46:50.220000Z,39.135,14.805
1621,3.9,ML,2015-06-26T08:51:11.520000Z,36.068,12.643
1622,3,ML,2015-06-22T10:05:58.650000Z,40.577,13.051
1623,3.2,ML,2015-06-17T09:44:07.140000Z,37.643,14.18
1624,3.2,ML,2015-06-08T14:14:21.870000Z,38.297,15.223
1625,3.1,ML,2015-05-31T21:37:32.070000Z,36.527,11.449
1626,3.2,ML,2015-05-30T12:18:28.170000Z,38.912,16.417
1627,3,ML,2015-05-24T10:10:16.250000Z,38.509,12.197
1628,3.9,ML,2015-05-24T06:00:32.220000Z,37.957,16.029
1629,3.3,ML,2015-05-24T05:21:09.020000Z,38.52,12.207
1630,4,ML,2015-05-22T06:31:15.980000Z,37.559,19.806
1631,3.4,ML,2015-05-21T09:33:44.750000Z,43.044,13.313
1632,3.3,ML,2015-05-21T03:05:27.600000Z,39.713,15.574
1633,3.4,ML,2015-05-18T01:33:42.510000Z,38.676,12.257
1634,4.5,ML,2015-05-09T08:22:41.660000Z,38.605,15.364
1635,3,ML,2015-05-08T09:57:50.830000Z,38.749,14.559
1636,3,ML,2015-05-08T04:50:10.930000Z,42.781,13.539
1637,3,ML,2015-05-05T17:19:56.020000Z,40.808,15.196
1638,3.2,ML,2015-04-29T13:21:28.580000Z,41.902,13.788
1639,3.6,ML,2015-04-29T07:03:15.760000Z,38.777,14.228
1640,3.2,ML,2015-04-26T23:42:38.140000Z,41.762,13.556
1641,3.1,ML,2015-04-24T15:34:37.400000Z,44.237,11.919
1642,4,ML,2015-04-24T15:02:53.600000Z,44.25,11.909
1643,3.3,ML,2015-04-20T01:07:43.250000Z,37.806,15.153
1644,3.5,ML,2015-04-19T09:31:54.550000Z,38.506,12.918
1645,3.1,ML,2015-04-17T09:10:59.540000Z,41.773,15.359
1646,3.2,ML,2015-04-16T11:41:47.170000Z,41.774,15.337
1647,3.2,ML,2015-04-13T15:53:57.520000Z,39.221,14.505
1648,3.1,ML,2015-04-12T01:43:46.050000Z,38.963,15.717
1649,3.3,ML,2015-04-06T01:19:07.220000Z,39.413,15.417
1650,3.2,ML,2015-04-03T19:22:29.330000Z,40.846,16.248
1651,3.6,ML,2015-04-03T14:46:30.580000Z,38.537,12.883
1652,3.2,ML,2015-04-01T04:58:11.500000Z,44.18,11.71
1653,3,ML,2015-03-29T10:50:04.960000Z,38.102,16.173
1654,3.6,ML,2015-03-29T10:48:46.410000Z,38.085,16.209
1655,3,ML,2015-03-28T22:07:50.770000Z,38.089,16.205
1656,3.1,ML,2015-03-28T08:21:54.550000Z,37.618,16.117
1657,3,ML,2015-03-27T12:44:40.600000Z,43.623,11.239
1658,3.1,ML,2015-03-22T00:50:58.880000Z,44.17,10.873
1659,3,ML,2015-03-19T14:15:51.030000Z,36.212,13.586
1660,3.1,ML,2015-03-15T14:26:11.080000Z,41.741,16.003
1661,3,ML,2015-03-13T16:27:08.030000Z,41.527,14.589
1662,3.2,ML,2015-03-12T15:29:04.540000Z,38.429,16.258
1663,3.7,ML,2015-03-04T22:17:09.440000Z,40.573,19.863
1664,3.3,ML,2015-03-03T23:51:54.380000Z,43.594,11.164
1665,3.4,ML,2015-03-02T18:18:17.370000Z,42.999,14.023
1666,3.3,ML,2015-02-26T09:30:38.180000Z,38.329,15.616
1667,3,ML,2015-02-25T15:04:12.580000Z,37.299,16.492
1668,3.3,ML,2015-02-24T22:38:13.320000Z,44.1,12.041
1669,3.1,ML,2015-02-23T02:58:27.280000Z,37.419,14.745
1670,3.7,ML,2015-02-16T20:23:12.100000Z,41.134,19.912
1671,3.1,ML,2015-02-16T18:10:12.530000Z,38.719,14.78
1672,3,ML,2015-02-11T17:32:05.130000Z,42.733,13.364
1673,3.1,ML,2015-02-11T03:57:00.460000Z,38.057,14.738
1674,3.1,ML,2015-02-08T19:39:21.930000Z,37.341,15.262
1675,3,ML,2015-02-06T19:13:18.030000Z,38.855,16.428
1676,3.2,ML,2015-02-06T19:09:50.790000Z,38.853,16.436
1677,3.1,ML,2015-02-04T20:20:12.920000Z,38.425,13.675
1678,3,ML,2015-02-04T08:14:08.660000Z,36.869,16.185
1679,3.4,ML,2015-02-02T10:04:11.050000Z,38.448,13.657
1680,3.3,ML,2015-01-29T14:11:16.850000Z,39.342,14.567
1681,3.5,ML,2015-01-23T17:13:02.010000Z,44.135,11.126
1682,3.4,ML,2015-01-23T09:56:16.140000Z,44.132,11.132
1683,3.2,ML,2015-01-23T07:03:47.790000Z,44.146,11.111
1684,3,ML,2015-01-23T07:03:37.740000Z,44.154,11.107
1685,3.1,ML,2015-01-23T05:56:26.330000Z,44.136,11.151
1686,3,ML,2015-01-23T05:12:19.580000Z,44.129,11.13
1687,3.2,ML,2015-01-23T04:28:13.500000Z,44.137,11.123
1688,3.1,ML,2015-01-23T04:27:05.560000Z,44.119,11.135
1689,3.2,ML,2015-01-20T07:17:22.540000Z,38.129,15.573
1690,3,ML,2015-01-15T04:38:14.430000Z,38.521,13.407
1691,3,ML,2015-01-14T01:27:09.150000Z,38.98,15.446
1692,3.1,ML,2015-01-11T20:37:21.230000Z,39.444,13.963
1693,3.9,ML,2015-01-10T23:50:02.370000Z,36.405,12.759
1694,3.3,ML,2015-01-10T17:17:47.060000Z,41.903,15.601
1695,3,ML,2015-01-10T03:40:38.220000Z,38.101,13.803
1696,3,ML,2015-01-09T09:34:34.790000Z,43.425,12.406
1697,3.3,ML,2015-01-06T00:08:02.980000Z,38.715,14.91
1698,3.2,ML,2015-01-05T07:27:02.660000Z,37.17,15.357
1699,3.9,ML,2015-01-02T08:31:32.400000Z,39.868,15.519
1700,3.7,ML,2015-01-01T19:48:01.810000Z,41.567,14.439
1701,3.3,ML,2014-12-28T21:46:22.570000Z,39.278,16.406
1702,3.2,ML,2014-12-28T06:08:30.950000Z,40.285,15.999
1703,3.3,ML,2014-12-27T15:07:14.220000Z,38.746,15.711
1704,3.1,ML,2014-12-25T10:14:17.940000Z,38.49,15.461
1705,3.4,ML,2014-12-23T15:17:16.680000Z,42.635,16.253
1706,3,ML,2014-12-21T17:02:41.100000Z,43.612,11.228
1707,3.2,ML,2014-12-20T23:08:30.770000Z,36.333,12.701
1708,3.4,ML,2014-12-20T16:46:34.800000Z,36.334,12.743
1709,3.1,ML,2014-12-20T04:56:40.980000Z,43.597,11.24
1710,3,ML,2014-12-20T04:35:20.820000Z,43.601,11.203
1711,3,ML,2014-12-20T04:09:02.930000Z,43.614,11.246
1712,3.5,ML,2014-12-20T04:07:04.830000Z,43.598,11.237
1713,3.1,ML,2014-12-19T23:29:36.510000Z,43.604,11.256
1714,3,ML,2014-12-19T22:38:06.100000Z,43.618,11.226
1715,3,ML,2014-12-19T20:54:29.850000Z,36.221,12.573
1716,3.5,ML,2014-12-19T18:37:01.800000Z,43.61,11.2
1717,3.6,ML,2014-12-19T17:27:16.470000Z,43.624,11.232
1718,3,ML,2014-12-19T13:21:49.960000Z,43.62,11.245
1719,3.2,ML,2014-12-19T12:09:56.660000Z,43.616,11.245
1720,3.4,ML,2014-12-19T11:34:26.730000Z,43.602,11.243
1721,3,ML,2014-12-19T10:33:14.650000Z,43.612,11.237
1722,3.3,ML,2014-12-19T00:09:05.910000Z,43.603,11.229
1723,4,ML,2014-12-14T14:33:27.670000Z,40.456,15.141
1724,3.2,ML,2014-12-12T07:01:22.750000Z,44.866,11.14
1725,3,ML,2014-11-27T09:09:44.140000Z,38.861,16.483
1726,3,ML,2014-11-19T13:12:36.440000Z,36.41,13.515
1727,3.7,ML,2014-11-19T13:06:13.710000Z,36.363,13.502
1728,3.1,ML,2014-11-14T20:31:22.360000Z,39.203,18.848
1729,3.7,ML,2014-11-13T22:32:45.850000Z,40.117,15.605
1730,3.1,ML,2014-11-12T12:07:13.750000Z,36.321,14.252
1731,3,ML,2014-11-11T10:30:05.510000Z,36.266,14.297
1732,4.1,ML,2014-11-10T20:48:15.000000Z,39.243,19.471
1733,3.4,ML,2014-11-09T07:34:24.890000Z,36.396,13.896
1734,3.2,ML,2014-11-08T11:14:18.010000Z,38.59,14.778
1735,3,ML,2014-11-07T08:54:37.360000Z,38.464,14.649
1736,3,ML,2014-11-06T15:05:30.990000Z,38.603,13.25
1737,3.1,ML,2014-11-05T16:05:48.400000Z,38.242,15.711
1738,3.1,ML,2014-10-31T19:15:03.580000Z,36.331,13.437
1739,3.3,ML,2014-10-23T08:53:26.020000Z,39.39,15.566
1740,3,ML,2014-10-23T02:56:05.490000Z,38.549,14.818
1741,3.1,ML,2014-10-23T02:56:00.000000Z,38.472,14.797
1742,3.4,ML,2014-10-17T16:40:23.890000Z,39.912,15.725
1743,3.2,ML,2014-10-16T22:23:05.690000Z,43.766,11.94
1744,3.2,ML,2014-10-16T10:27:42.760000Z,38.595,15.342
1745,3.1,ML,2014-10-16T08:18:46.660000Z,44.108,11.928
1746,3.7,ML,2014-10-13T11:56:40.500000Z,36.206,11.314
1747,3,ML,2014-10-13T11:32:47.930000Z,38.931,14.842
1748,3,ML,2014-10-10T16:28:12.650000Z,38.097,15.121
1749,3.3,ML,2014-10-10T16:27:12.760000Z,38.098,15.121
1750,3.3,ML,2014-10-10T16:16:17.980000Z,38.091,15.128
1751,3.9,ML,2014-10-09T22:58:25.970000Z,38.532,14.736
1752,3,ML,2014-10-05T09:39:34.240000Z,38.74,14.167
1753,3,ML,2014-10-03T21:28:06.690000Z,38.772,14.142
1754,3.1,ML,2014-10-01T14:08:39.800000Z,44.497,10.458
1755,3.1,ML,2014-10-01T12:56:17.690000Z,43.576,12.348
1756,3.1,ML,2014-09-30T21:08:31.390000Z,39.39,15.393
1757,3.2,ML,2014-09-28T11:21:07.370000Z,44.17,10.232
1758,4,ML,2014-09-26T23:38:10.590000Z,36.742,16.435
1759,3,ML,2014-09-25T17:43:15.880000Z,44.15,10.231
1760,3,ML,2014-09-25T17:29:15.330000Z,41.271,14.672
1761,3.1,ML,2014-09-25T16:33:57.890000Z,37.614,15.167
1762,3.4,ML,2014-09-25T12:23:21.060000Z,39.128,18.71
1763,3,ML,2014-09-24T15:39:08.820000Z,39.745,15.851
1764,3.5,ML,2014-09-21T17:38:13.890000Z,39.162,18.822
1765,3,ML,2014-09-20T11:52:33.760000Z,38.809,14.693
1766,3.2,ML,2014-09-17T00:00:22.870000Z,38.727,15.693
1767,3,ML,2014-09-09T14:42:48.250000Z,38.728,15.578
1768,3.1,ML,2014-09-08T17:10:17.140000Z,41.966,13.724
1769,3.2,ML,2014-09-08T12:58:10.510000Z,44.245,10.572
1770,3.7,ML,2014-09-05T10:10:18.220000Z,39.189,18.861
1771,3.6,ML,2014-09-01T16:42:50.170000Z,39.182,18.806
1772,3.1,ML,2014-09-01T03:49:24.420000Z,38.653,15.547
1773,3.2,ML,2014-08-28T18:02:14.690000Z,38.917,15.624
1774,3.8,ML,2014-08-27T16:59:03.890000Z,39.549,15.848
1775,3.4,ML,2014-08-26T01:20:58.470000Z,37.915,14.326
1776,3.4,ML,2014-08-16T05:00:12.160000Z,38.554,13.484
1777,3.1,ML,2014-08-14T05:03:18.150000Z,41.665,13.606
1778,3.1,ML,2014-08-13T10:08:09.000000Z,40.452,16.407
1779,3.5,ML,2014-08-13T00:04:33.580000Z,42.988,14.041
1780,3.1,ML,2014-08-08T09:26:42.830000Z,38.406,15.181
1781,3,ML,2014-08-07T21:20:17.190000Z,39.819,15.434
1782,3,ML,2014-08-06T08:16:20.990000Z,40.577,15.822
1783,4.3,ML,2014-08-04T05:54:00.830000Z,38.691,15.73
1784,3.4,ML,2014-08-01T08:01:33.830000Z,38.422,11.687
1785,3.8,ML,2014-07-28T14:00:04.730000Z,39.264,15.35
1786,3.6,ML,2014-07-23T06:41:50.960000Z,38.883,15.296
1787,3.4,ML,2014-07-21T11:12:28.530000Z,42.106,15.89
1788,3,ML,2014-07-15T21:43:54.750000Z,36.984,12.897
1789,3,ML,2014-07-11T22:03:15.730000Z,36.501,15.24
1790,3.4,ML,2014-07-11T21:57:58.130000Z,40.485,15.393
1791,3.1,ML,2014-07-02T18:49:45.670000Z,40.595,15.182
1792,3.1,ML,2014-07-01T00:08:20.730000Z,37.735,15.95
1793,3.4,ML,2014-06-29T05:42:55.570000Z,39.914,15.594
1794,3.8,ML,2014-06-29T04:24:28.040000Z,39.898,15.588
1795,3.1,ML,2014-06-27T02:56:49.220000Z,37.828,14.633
1796,3.5,ML,2014-06-26T21:22:38.190000Z,38.718,15.321
1797,3.1,ML,2014-06-23T17:50:42.370000Z,36.23,13.194
1798,3.1,ML,2014-06-23T09:12:24.000000Z,43.972,11.424
1799,3.5,ML,2014-06-18T03:07:10.590000Z,37.937,15.882
1800,3.1,ML,2014-06-04T19:57:04.510000Z,42.464,13.261
1801,3.6,ML,2014-05-30T07:04:23.380000Z,38.911,15.312
1802,3,ML,2014-05-27T05:00:03.240000Z,35.568,14.923
1803,3,ML,2014-05-25T13:26:25.580000Z,39.486,15.668
1804,3.1,ML,2014-05-20T14:55:50.810000Z,40.973,12.583
1805,3.7,ML,2014-05-16T16:16:10.710000Z,38.923,15.488
1806,3,ML,2014-05-15T19:51:57.390000Z,39.474,15.678
1807,3.2,ML,2014-05-13T08:10:16.750000Z,36.125,13.085
1808,3.1,ML,2014-05-13T06:37:59.840000Z,43.359,12.567
1809,4.3,ML,2014-05-07T06:20:06.900000Z,37.75,19.78
1810,3.8,ML,2014-05-04T23:29:51.700000Z,43.17,18.51
1811,3.3,ML,2014-04-26T12:42:53.060000Z,39.858,15.401
1812,3,ML,2014-04-26T04:13:36.280000Z,43.396,12.488
1813,3.1,ML,2014-04-23T20:35:55.760000Z,38.61,14.74
1814,3.3,ML,2014-04-15T08:10:41.160000Z,42.975,12.912
1815,3,ML,2014-04-13T22:36:44.790000Z,38.437,13.643
1816,3,ML,2014-04-09T16:36:32.980000Z,39.036,15.32
1817,3.1,ML,2014-04-02T02:10:55.960000Z,42.789,12.527
1818,3.1,ML,2014-04-01T22:51:17.080000Z,42.781,12.544
1819,3,ML,2014-04-01T08:05:14.660000Z,43.483,12.4
1820,3.1,ML,2014-03-31T21:20:33.470000Z,38.828,15.646
1821,3.1,ML,2014-03-30T04:03:34.630000Z,43.478,12.403
1822,3.5,ML,2014-03-27T23:31:58.040000Z,39.638,15.999
1823,3,ML,2014-03-26T02:59:25.110000Z,42.789,12.536
1824,3,ML,2014-03-25T12:35:52.730000Z,38.47,16.081
1825,3.6,ML,2014-03-25T07:56:51.980000Z,39.29,16.528
1826,3.1,ML,2014-03-23T23:35:35.140000Z,43.493,12.389
1827,3.3,ML,2014-03-23T19:25:01.850000Z,43.49,12.386
1828,3.3,ML,2014-03-23T18:47:13.960000Z,43.498,12.371
1829,3.7,ML,2014-03-23T18:31:53.020000Z,37.509,16.426
1830,3,ML,2014-03-23T13:13:03.190000Z,43.494,12.374
1831,3.2,ML,2014-03-23T08:00:50.400000Z,41.257,15.268
1832,3.2,ML,2014-03-16T21:49:36.750000Z,44.109,11.702
1833,3.1,ML,2014-03-16T09:05:32.860000Z,39.119,15.429
1834,3,ML,2014-03-12T00:55:38.200000Z,37.648,15.129
1835,3,ML,2014-03-08T14:19:04.350000Z,39.731,15.843
1836,3.2,ML,2014-03-07T12:03:24.650000Z,38.404,14.874
1837,3.5,ML,2014-03-07T01:49:44.180000Z,35.863,18.82
1838,3,ML,2014-03-06T23:31:50.570000Z,42.776,12.74
1839,3.1,ML,2014-03-06T13:19:21.950000Z,38.758,15.622
1840,3,ML,2014-02-19T06:58:05.400000Z,38.173,15.107
1841,3.1,ML,2014-02-18T21:44:18.750000Z,37.609,13.792
1842,3.1,ML,2014-02-15T22:11:31.280000Z,37.09,11.702
1843,3,ML,2014-02-15T20:51:10.320000Z,42.406,13.277
1844,3.6,ML,2014-02-14T08:07:11.100000Z,39.837,15.992
1845,3.9,ML,2014-02-13T11:30:44.850000Z,38.401,15.263
1846,3.5,ML,2014-02-13T04:38:16.100000Z,42.698,13.123
1847,3,ML,2014-02-05T21:50:54.140000Z,43.366,12.539
1848,3.1,ML,2014-01-26T01:25:35.290000Z,39.568,15.185
1849,3.3,ML,2014-01-23T07:10:02.510000Z,43.378,12.539
1850,3.2,ML,2014-01-20T22:45:12.950000Z,37.873,15.531
1851,3.9,ML,2014-01-20T14:40:48.000000Z,41.38,19.45
1852,4.1,ML,2014-01-20T06:26:52.000000Z,41.25,19.58
1853,4.5,ML,2014-01-20T06:00:15.000000Z,41.27,19.46
1854,3,ML,2014-01-19T00:27:29.660000Z,38.492,14.285
1855,3.1,ML,2014-01-18T06:17:40.950000Z,37.894,16.151
1856,3,ML,2014-01-13T18:01:14.800000Z,37.772,14.422
1857,3.5,ML,2014-01-10T12:32:46.000000Z,43.2,16
1858,3.1,ML,2014-01-08T13:04:11.050000Z,43.38,12.509
1859,3.2,ML,2014-01-08T11:28:49.540000Z,43.38,12.508
1860,3.4,ML,2014-01-07T00:43:40.780000Z,43.047,12.874
1861,3.2,ML,2014-01-06T20:08:56.530000Z,42.996,16.471
1862,3.1,ML,2014-01-03T03:51:24.400000Z,43.386,12.529
1863,3.2,ML,2014-01-02T15:36:15.010000Z,38.642,15.323
1864,3,ML,2014-01-02T06:13:17.950000Z,38.193,15.04
1865,3.2,ML,2013-12-31T06:44:04.520000Z,38.749,12.707
1866,3.2,ML,2013-12-31T00:30:04.650000Z,43.053,13.522
1867,3.3,ML,2013-12-29T17:10:59.350000Z,41.376,14.422
1868,3.2,ML,2013-12-29T03:50:53.830000Z,43.392,12.514
1869,3.2,ML,2013-12-29T01:56:01.250000Z,43.389,12.523
1870,3.8,ML,2013-12-23T04:20:38.460000Z,38.215,15.569
1871,3.6,ML,2013-12-22T01:37:00.540000Z,43.377,12.52
1872,3,ML,2013-12-20T21:04:36.110000Z,41.685,14.81
1873,3.8,ML,2013-12-20T13:08:58.710000Z,41.684,14.803
1874,3.2,ML,2013-12-20T12:14:24.070000Z,43.385,12.525
1875,3.4,ML,2013-12-18T04:00:54.300000Z,44.521,10.199
1876,3.4,ML,2013-12-14T21:49:05.190000Z,37.764,14.738
1877,3.3,ML,2013-12-13T22:05:21.000000Z,44.285,15.633
1878,3,ML,2013-12-10T11:28:49.050000Z,39.01,15.912
1879,3.1,ML,2013-12-02T18:28:27.840000Z,38.575,13.42
1880,3.1,ML,2013-12-02T00:00:18.320000Z,37.516,16.302
1881,3,ML,2013-11-29T15:02:59.160000Z,38.966,15.742
1882,3,ML,2013-11-24T11:45:35.740000Z,39.168,15.455
1883,3,ML,2013-11-22T12:18:50.550000Z,43.981,11.823
1884,3,ML,2013-11-20T14:13:03.120000Z,43.386,12.527
1885,4.8,ML,2013-11-18T07:58:41.050000Z,43.648,16.95
1886,3.4,ML,2013-11-12T12:31:27.410000Z,39.181,19.231
1887,3.2,ML,2013-11-11T11:38:41.320000Z,38.945,15.241
1888,3,ML,2013-11-11T04:39:05.030000Z,37.217,16.138
1889,3.3,ML,2013-11-05T17:26:45.070000Z,39.876,16.01
1890,3.3,ML,2013-11-05T05:10:16.470000Z,37.694,14.928
1891,3.1,ML,2013-11-05T05:06:39.520000Z,37.69,14.911
1892,3.3,ML,2013-11-05T00:20:42.900000Z,43.383,12.529
1893,3.1,ML,2013-11-01T04:40:18.760000Z,38.745,15.484
1894,3.1,ML,2013-11-01T00:08:41.270000Z,37.741,13.864
1895,3.1,ML,2013-10-25T09:17:00.040000Z,44.258,10.501
1896,3.4,ML,2013-10-24T20:26:03.000000Z,43,18.72
1897,3.2,ML,2013-10-23T00:31:22.810000Z,42.553,13.406
1898,3.3,ML,2013-10-19T02:15:28.680000Z,43.377,12.526
1899,3,ML,2013-10-18T20:50:52.450000Z,40.802,15.217
1900,3.1,ML,2013-10-18T11:05:20.370000Z,36.7,14.977
1901,3.2,ML,2013-10-14T19:48:49.830000Z,38.241,12.136
1902,3,ML,2013-10-14T18:13:27.140000Z,42.8,16.312
1903,3.3,ML,2013-10-14T13:00:56.050000Z,38.504,12.286
1904,3,ML,2013-10-13T06:46:33.960000Z,42.192,16.794
1905,3,ML,2013-10-09T08:33:21.990000Z,37.61,15.072
1906,3.3,ML,2013-10-04T15:43:26.100000Z,43.538,13.782
1907,3.4,ML,2013-10-03T18:22:25.530000Z,38.489,13.494
1908,3,ML,2013-10-03T10:05:14.790000Z,42.791,13.16
1909,3,ML,2013-09-26T11:37:51.980000Z,39.108,17.496
1910,3.3,ML,2013-09-19T23:40:02.530000Z,44.531,12.707
1911,3.6,ML,2013-09-19T15:29:07.210000Z,38.477,11.621
1912,3.2,ML,2013-09-17T23:38:49.100000Z,40.793,15.806
1913,3.3,ML,2013-09-17T22:56:38.280000Z,40.793,15.795
1914,3,ML,2013-09-17T01:12:29.190000Z,43.093,12.907
1915,3,ML,2013-09-16T21:17:58.380000Z,42.071,15.435
1916,3,ML,2013-09-13T02:10:08.480000Z,44.191,10.231
1917,3.5,ML,2013-09-12T09:59:23.920000Z,38.634,18.026
1918,3.6,ML,2013-09-10T22:01:29.750000Z,38.76,15.547
1919,3,ML,2013-09-08T22:21:53.570000Z,38.678,14.205
1920,3.4,ML,2013-09-08T04:39:02.360000Z,44.538,10.223
1921,3.2,ML,2013-09-08T01:08:30.490000Z,41.3,13.876
1922,3.4,ML,2013-09-06T01:45:08.120000Z,44.886,11.277
1923,3.3,ML,2013-09-04T07:03:02.720000Z,44.9,11.259
1924,4.3,ML,2013-09-02T01:14:13.440000Z,39.579,15.247
1925,3.3,ML,2013-08-31T04:02:41.470000Z,43.302,14.113
1926,3,ML,2013-08-30T09:53:25.860000Z,43.803,11.982
1927,3,ML,2013-08-28T09:07:00.620000Z,38.782,14.246
1928,3,ML,2013-08-27T10:51:54.070000Z,43.365,12.542
1929,3.4,ML,2013-08-27T02:55:29.220000Z,41.206,10.248
1930,3.7,ML,2013-08-26T03:45:27.580000Z,36.628,14.125
1931,3,ML,2013-08-26T01:43:06.140000Z,44.056,12.198
1932,4,ML,2013-08-24T17:18:18.770000Z,36.714,15.077
1933,3.1,ML,2013-08-21T01:11:00.430000Z,44.195,10.226
1934,3,ML,2013-08-19T23:16:05.560000Z,44.197,10.125
1935,3.3,ML,2013-08-19T05:48:24.010000Z,37.682,14.272
1936,3.2,ML,2013-08-16T08:19:25.150000Z,38.8,14.948
1937,4.2,ML,2013-08-15T23:06:51.200000Z,38.163,14.914
1938,3.8,ML,2013-08-10T23:04:00.770000Z,38.663,14.256
1939,3,ML,2013-08-04T02:47:49.550000Z,38.521,12.996
1940,3.1,ML,2013-07-30T21:13:08.850000Z,39.358,18.88
1941,3.3,ML,2013-07-30T02:13:58.130000Z,38.616,18.034
1942,3,ML,2013-07-23T19:30:13.550000Z,43.529,13.73
1943,3.3,ML,2013-07-22T19:12:11.050000Z,39.533,15.658
1944,3,ML,2013-07-21T09:43:57.820000Z,38.636,15.354
1945,4,ML,2013-07-21T03:07:24.440000Z,43.503,13.715
1946,3.3,ML,2013-07-17T21:21:10.150000Z,43.532,13.73
1947,3.6,ML,2013-07-13T18:47:17.000000Z,44.94,14.96
1948,3.3,ML,2013-07-12T04:58:04.320000Z,44.217,10.097
1949,3.5,ML,2013-07-12T03:34:06.900000Z,44.202,10.107
1950,3,ML,2013-07-11T18:09:14.970000Z,43.825,12.05
1951,3,ML,2013-07-11T15:05:54.470000Z,43.831,12.029
1952,3.1,ML,2013-07-11T14:45:31.410000Z,43.823,12.048
1953,3,ML,2013-07-11T12:49:34.110000Z,43.813,12.048
1954,3.2,ML,2013-07-11T12:08:28.910000Z,43.823,12.062
1955,3.1,ML,2013-07-09T19:41:20.100000Z,39.465,14.66
1956,3.1,ML,2013-07-09T08:30:32.510000Z,44.163,10.178
1957,3,ML,2013-07-08T19:33:08.710000Z,43.439,13.114
1958,3,ML,2013-07-08T09:28:03.050000Z,41.487,13.971
1959,3.1,ML,2013-07-07T10:40:23.110000Z,39.147,16.544
1960,3.6,ML,2013-07-06T04:16:12.320000Z,38.588,12.233
1961,3,ML,2013-07-04T13:56:06.480000Z,40.486,15.607
1962,3.3,ML,2013-07-03T17:59:07.580000Z,43.437,13.126
1963,3,ML,2013-07-02T22:52:51.660000Z,43.434,13.122
1964,3.3,ML,2013-07-01T16:56:46.250000Z,44.17,10.19
1965,3,ML,2013-07-01T11:27:58.840000Z,44.179,10.206
1966,3.3,ML,2013-06-29T23:55:10.500000Z,37.054,16.499
1967,3.4,ML,2013-06-29T11:06:51.130000Z,44.172,10.185
1968,3.5,ML,2013-06-29T09:00:47.700000Z,44.151,10.17
1969,3.3,ML,2013-06-29T05:16:45.510000Z,40.125,15.124
1970,3.1,ML,2013-06-24T02:35:57.740000Z,44.178,10.198
1971,3,ML,2013-06-23T01:42:06.690000Z,43.377,12.504
1972,3.4,ML,2013-06-22T01:56:12.890000Z,44.158,10.194
1973,3.1,ML,2013-06-21T14:56:50.650000Z,44.156,10.169
1974,3.2,ML,2013-06-21T13:47:29.430000Z,44.189,10.212
1975,3,ML,2013-06-21T13:36:23.790000Z,44.169,10.157
1976,3,ML,2013-06-21T11:59:37.140000Z,44.168,10.204
1977,3,ML,2013-06-21T11:58:07.940000Z,44.183,10.182
1978,3.2,ML,2013-06-21T11:50:40.460000Z,44.167,10.188
1979,3.1,ML,2013-06-21T10:39:56.000000Z,44.183,10.158
1980,3,ML,2013-06-21T01:05:53.560000Z,42.783,12.967
1981,3.4,ML,2013-06-15T19:41:16.250000Z,44.148,10.146
1982,3,ML,2013-06-10T07:26:34.280000Z,41.614,13.777
1983,3,ML,2013-06-08T22:50:01.280000Z,38.584,14.53
1984,3,ML,2013-06-05T09:26:19.980000Z,39.887,15.984
1985,3.1,ML,2013-05-30T00:30:32.210000Z,39.561,16.454
1986,3,ML,2013-05-27T00:10:20.970000Z,39.401,15.46
1987,3.6,ML,2013-05-25T23:26:02.440000Z,43.087,12.812
1988,3,ML,2013-05-25T11:29:25.080000Z,43.22,10.981
1989,3,ML,2013-05-24T02:47:00.690000Z,37.713,15.085
1990,3.4,ML,2013-05-23T13:04:48.800000Z,37.677,15.132
1991,3.6,ML,2013-05-21T22:55:06.250000Z,43.047,18.576
1992,3.7,ML,2013-05-21T22:55:04.000000Z,43.04,18.89
1993,3,ML,2013-05-20T05:40:42.380000Z,42.101,15.515
1994,3.5,ML,2013-05-15T17:11:45.000000Z,41.39,19.55
