,Magnitude,Scale,Time,Latitude,Longitude
809,3.3,ML,2016-11-02T19:27:41.250000Z,42.94,13.148
810,3.1,ML,2016-11-02T19:26:47.350000Z,42.923,13.205
811,3.1,ML,2016-11-02T17:45:37.030000Z,42.8,13.142
812,3.2,ML,2016-11-02T17:08:31.100000Z,43.158,14.096
813,3.4,ML,2016-11-02T15:53:02.830000Z,43.028,13.054
814,3,ML,2016-11-02T15:17:30.360000Z,42.798,13.152
815,3.1,ML,2016-11-02T14:25:59.800000Z,42.882,13.155
816,3.1,ML,2016-11-02T12:05:15.030000Z,43.034,13.113
817,3.3,ML,2016-11-02T11:13:52.210000Z,42.776,13.203
818,3.1,ML,2016-11-02T09:27:43.580000Z,43.005,13.148
819,3.2,ML,2016-11-02T07:37:22.320000Z,42.711,13.186
820,3.5,ML,2016-11-02T06:41:13.020000Z,42.79,13.167
821,3.5,ML,2016-11-02T06:08:48.080000Z,43.033,13.051
822,3.3,ML,2016-11-02T06:07:48.740000Z,42.772,13.076
823,3,ML,2016-11-02T05:30:59.030000Z,42.91,13.137
824,3.1,ML,2016-11-01T20:46:26.290000Z,43.009,13.135
825,3.2,ML,2016-11-01T20:38:20.850000Z,42.922,13.203
826,3.8,ML,2016-11-01T19:03:20.530000Z,42.797,13.04
827,3.4,ML,2016-11-01T18:47:51.020000Z,42.727,13.217
828,3.1,ML,2016-11-01T18:06:22.280000Z,42.89,13.307
829,4,ML,2016-11-01T18:03:07.660000Z,42.8,13.157
830,3.8,ML,2016-11-01T18:02:54.050000Z,42.804,13.128
831,3.5,ML,2016-11-01T17:59:13.060000Z,42.804,13.131
832,3.2,ML,2016-11-01T17:05:34.510000Z,42.801,13.098
833,3.2,ML,2016-11-01T16:30:30.600000Z,42.93,13.201
834,3.4,ML,2016-11-01T16:00:59.500000Z,42.789,13.099
835,3.6,ML,2016-11-01T15:13:43.460000Z,42.905,13.168
836,3.1,ML,2016-11-01T14:10:53.500000Z,43.076,13.069
837,3,ML,2016-11-01T13:11:52.660000Z,42.906,13.158
838,3,ML,2016-11-01T11:54:26.570000Z,42.801,13.184
839,3.1,ML,2016-11-01T11:41:51.600000Z,42.678,13.149
840,3.1,ML,2016-11-01T11:32:43.530000Z,42.732,13.203
841,3.2,ML,2016-11-01T10:47:33.950000Z,43.614,10.993
842,3.5,ML,2016-11-01T08:07:24.240000Z,42.986,13.151
843,3.3,ML,2016-11-01T08:01:26.630000Z,43.007,13.136
844,3.3,ML,2016-11-01T07:58:07.090000Z,42.717,13.189
845,3.3,ML,2016-11-01T06:43:33.310000Z,43.009,13.136
846,3,ML,2016-11-01T06:37:04.280000Z,42.743,13.246
847,3.6,ML,2016-11-01T06:36:05.770000Z,43.005,13.134
848,3,ML,2016-11-01T04:09:15.680000Z,42.588,13.338
849,3.8,ML,2016-11-01T03:19:05.900000Z,42.902,13.293
850,3.2,ML,2016-11-01T02:35:48.560000Z,42.656,13.213
851,3,ML,2016-11-01T02:06:32.540000Z,42.735,13.251
852,3,ML,2016-11-01T00:40:34.120000Z,42.933,13.054
853,3.1,ML,2016-11-01T00:36:36.290000Z,42.859,13.082
854,3.2,ML,2016-10-31T23:55:53.750000Z,42.95,13.192
855,3.2,ML,2016-10-31T22:24:53.230000Z,42.803,13.047
856,3,ML,2016-10-31T21:09:10.610000Z,42.947,13.192
857,3.1,ML,2016-10-31T20:50:45.950000Z,42.896,13.194
858,3.1,ML,2016-10-31T20:24:16.430000Z,42.941,13.207
859,3.1,ML,2016-10-31T17:58:20.370000Z,42.724,13.17
860,3.1,ML,2016-10-31T17:40:31.180000Z,42.952,13.194
861,3.1,ML,2016-10-31T17:14:44.570000Z,42.762,13.054
862,3,ML,2016-10-31T16:43:06.480000Z,42.827,13.169
863,3.3,ML,2016-10-31T15:55:27.750000Z,42.906,13.142
864,3.1,ML,2016-10-31T15:08:04.990000Z,42.733,13.141
865,3.2,ML,2016-10-31T14:31:25.600000Z,43.031,13.116
866,3,ML,2016-10-31T12:15:15.420000Z,42.923,13.22
867,3,ML,2016-10-31T11:23:33.430000Z,42.696,13.268
868,3.3,ML,2016-10-31T11:03:06.120000Z,42.772,13.076
869,3,ML,2016-10-31T10:32:20.780000Z,43.007,13.121
870,3,ML,2016-10-31T10:18:38.270000Z,42.913,13.218
871,3.1,ML,2016-10-31T09:37:06.820000Z,42.915,13.109
872,3.6,ML,2016-10-31T09:34:17.850000Z,42.819,13.156
873,3.3,ML,2016-10-31T08:58:09.780000Z,42.809,13.197
874,3.5,ML,2016-10-31T08:37:33.580000Z,43.025,13.081
875,3,ML,2016-10-31T07:10:40.840000Z,42.813,13.065
876,3,ML,2016-10-31T07:10:29.890000Z,42.943,13.224
877,3.2,ML,2016-10-31T07:10:21.140000Z,42.936,13.217
878,3,ML,2016-10-31T07:02:03.520000Z,42.788,13.067
879,3.9,ML,2016-10-31T06:17:19.890000Z,42.766,13.209
880,3.1,ML,2016-10-31T05:18:05.320000Z,42.771,13.208
881,3,ML,2016-10-31T04:50:16.310000Z,42.893,13.163
882,3.1,ML,2016-10-31T04:49:16.280000Z,42.791,13.068
883,3.3,ML,2016-10-31T04:22:18.560000Z,42.84,13.06
884,3.2,ML,2016-10-31T04:20:28.170000Z,42.903,13.19
885,3.1,ML,2016-10-31T03:49:25.510000Z,42.938,13.13
886,3,ML,2016-10-31T03:37:46.150000Z,42.721,13.189
887,3.7,ML,2016-10-31T03:32:37.280000Z,42.944,13.191
888,3.1,ML,2016-10-31T03:32:07.230000Z,42.929,13.205
889,3,ML,2016-10-31T03:31:30.960000Z,42.89,13.171
890,3.3,ML,2016-10-31T03:05:45.220000Z,42.842,13.056
891,3.4,ML,2016-10-31T02:59:14.830000Z,42.612,13.292
892,3.6,ML,2016-10-31T02:49:41.510000Z,43.067,13.06
893,3,ML,2016-10-31T02:34:09.920000Z,42.782,13.102
894,3.1,ML,2016-10-31T02:02:23.840000Z,42.787,13.117
895,3.3,ML,2016-10-31T01:48:21.570000Z,42.909,13.146
896,3.1,ML,2016-10-31T01:35:25.130000Z,42.738,13.18
897,3.2,ML,2016-10-31T01:01:33.430000Z,42.792,13.034
898,3.2,ML,2016-10-31T00:45:31.630000Z,42.803,13.094
899,3.4,ML,2016-10-31T00:30:30.940000Z,42.745,13.115
900,3,ML,2016-10-31T00:16:36.020000Z,42.749,13.179
901,3.3,ML,2016-10-31T00:11:10.610000Z,42.781,13.101
902,3.3,ML,2016-10-30T23:56:19.320000Z,42.828,13.092
903,3.4,ML,2016-10-30T23:52:29.620000Z,42.777,13.108
904,3,ML,2016-10-30T23:26:39.570000Z,42.715,13.176
905,3.3,ML,2016-10-30T23:09:10.320000Z,42.897,13.047
906,3.3,ML,2016-10-30T23:06:59.690000Z,42.92,13.201
907,3.5,ML,2016-10-30T23:05:31.300000Z,42.914,13.2
908,3.4,ML,2016-10-30T22:47:03.240000Z,42.807,13.19
909,3,ML,2016-10-30T22:44:16.780000Z,42.914,13.199
910,3.4,ML,2016-10-30T22:19:43.220000Z,42.914,13.155
911,3,ML,2016-10-30T22:13:42.500000Z,42.802,13.157
912,3,ML,2016-10-30T21:57:24.640000Z,42.898,13.202
913,3.4,ML,2016-10-30T20:52:16.420000Z,42.94,13.132
914,3.2,ML,2016-10-30T20:47:08.210000Z,42.934,13.191
915,3.1,ML,2016-10-30T20:41:54.470000Z,42.941,13.221
916,3,ML,2016-10-30T20:35:03.370000Z,42.884,13.087
917,3,ML,2016-10-30T20:31:18.780000Z,42.81,13.087
918,3.2,ML,2016-10-30T20:09:56.030000Z,42.728,13.203
919,3,ML,2016-10-30T19:33:35.150000Z,42.762,13.059
920,3.3,ML,2016-10-30T19:31:56.260000Z,42.749,13.125
921,3,ML,2016-10-30T19:29:38.910000Z,42.772,13.062
922,3.3,ML,2016-10-30T19:28:26.170000Z,42.762,13.223
923,3.1,ML,2016-10-30T19:27:30.730000Z,42.793,13.146
924,3.1,ML,2016-10-30T18:58:18.380000Z,42.797,13.147
925,3.1,ML,2016-10-30T18:53:22.410000Z,42.867,13.207
926,3.1,ML,2016-10-30T18:51:51.610000Z,42.792,13.15
927,3.5,ML,2016-10-30T18:39:29.250000Z,42.816,13.093
928,3.2,ML,2016-10-30T18:23:58.740000Z,43.059,13.063
929,3,ML,2016-10-30T17:53:59.330000Z,42.884,13.213
930,3.5,ML,2016-10-30T17:49:13.740000Z,42.913,13.133
931,3,ML,2016-10-30T17:47:31.840000Z,42.949,13.19
932,3.4,ML,2016-10-30T17:32:09.220000Z,42.897,13.154
933,3,ML,2016-10-30T17:22:39.670000Z,42.847,13.12
934,3.1,ML,2016-10-30T17:20:33.460000Z,42.903,13.198
935,3,ML,2016-10-30T17:13:14.260000Z,42.812,13.105
936,3,ML,2016-10-30T17:11:07.910000Z,42.564,13.243
937,3.1,ML,2016-10-30T17:07:31.210000Z,43.058,13.063
938,3,ML,2016-10-30T17:02:51.790000Z,43.078,13.074
939,3,ML,2016-10-30T16:57:03.220000Z,42.742,13.142
940,3,ML,2016-10-30T16:50:46.050000Z,42.934,13.2
941,3.2,ML,2016-10-30T16:18:36.030000Z,42.831,13.05
942,3,ML,2016-10-30T16:15:42.800000Z,42.776,13.171
943,3.1,ML,2016-10-30T16:13:52.510000Z,42.818,13.16
944,3.6,ML,2016-10-30T16:07:21.490000Z,43.06,13.064
945,3,ML,2016-10-30T15:31:50.000000Z,42.865,13.092
946,3.3,ML,2016-10-30T15:19:03.960000Z,42.796,13.134
947,3.1,ML,2016-10-30T15:18:08.030000Z,42.846,13.041
948,3.1,ML,2016-10-30T15:14:08.190000Z,42.943,13.2
949,3.1,ML,2016-10-30T15:11:20.410000Z,42.941,13.206
950,3.1,ML,2016-10-30T14:50:35.190000Z,42.677,13.183
951,3,ML,2016-10-30T14:48:22.250000Z,42.931,13.204
952,3.6,ML,2016-10-30T14:45:22.500000Z,42.901,13.164
953,3,ML,2016-10-30T14:31:25.520000Z,42.784,13.137
954,3,ML,2016-10-30T14:23:07.650000Z,42.876,13.085
955,3.3,ML,2016-10-30T14:22:31.950000Z,42.876,13.125
956,3.1,ML,2016-10-30T14:16:11.190000Z,42.783,13.102
957,3.9,ML,2016-10-30T14:14:39.060000Z,42.782,13.079
958,3.5,ML,2016-10-30T14:14:19.910000Z,42.9,13.195
959,3.2,ML,2016-10-30T14:07:20.160000Z,42.789,13.069
960,3.6,ML,2016-10-30T14:03:18.130000Z,42.939,13.211
961,3.1,ML,2016-10-30T13:47:26.920000Z,42.909,13.198
962,3.3,ML,2016-10-30T13:42:04.900000Z,42.937,13.197
963,3,ML,2016-10-30T13:38:59.950000Z,42.672,13.23
964,3.3,ML,2016-10-30T13:23:23.330000Z,43.015,13.118
965,3.6,ML,2016-10-30T13:21:28.880000Z,43.019,13.121
966,3.1,ML,2016-10-30T13:18:31.760000Z,42.81,13.191
967,3.5,ML,2016-10-30T13:14:16.850000Z,42.764,13.062
968,3.5,ML,2016-10-30T13:02:31.740000Z,42.731,13.152
969,3.2,ML,2016-10-30T12:57:40.350000Z,42.906,13.194
970,3.1,ML,2016-10-30T12:55:04.980000Z,42.941,13.186
971,3.2,ML,2016-10-30T12:52:25.640000Z,42.848,13.088
972,3.2,ML,2016-10-30T12:49:21.410000Z,42.739,13.182
973,3.1,ML,2016-10-30T12:40:12.010000Z,42.913,13.189
974,3.1,ML,2016-10-30T12:38:38.150000Z,42.929,13.195
975,3.4,ML,2016-10-30T12:35:08.470000Z,42.918,13.194
976,3.1,ML,2016-10-30T12:33:28.940000Z,42.907,13.185
977,3.3,ML,2016-10-30T12:32:57.370000Z,42.712,13.239
978,3.4,ML,2016-10-30T12:32:19.660000Z,42.844,13.14
979,3.7,ML,2016-10-30T12:26:17.780000Z,42.939,13.183
980,3,ML,2016-10-30T12:22:52.630000Z,42.868,13.09
981,3,ML,2016-10-30T12:14:59.000000Z,42.834,13.064
982,3,ML,2016-10-30T12:07:49.490000Z,42.841,13.079
983,3.4,ML,2016-10-30T12:03:17.440000Z,42.855,13.068
984,3.5,ML,2016-10-30T11:40:00.990000Z,42.895,13.145
985,3,ML,2016-10-30T11:34:31.760000Z,42.894,13.184
986,3.3,ML,2016-10-30T11:27:02.060000Z,42.813,13.07
987,3.2,ML,2016-10-30T11:26:52.960000Z,42.846,13.108
988,3.2,ML,2016-10-30T11:23:23.470000Z,42.933,13.199
989,3.4,ML,2016-10-30T11:21:51.260000Z,42.72,13.209
990,3.7,ML,2016-10-30T11:20:21.370000Z,42.807,13.185
991,3.1,ML,2016-10-30T11:15:06.920000Z,42.754,13.089
992,3.5,ML,2016-10-30T11:14:51.160000Z,42.934,13.187
993,3.7,ML,2016-10-30T11:14:20.910000Z,42.806,13.192
994,3.6,ML,2016-10-30T11:05:54.390000Z,42.932,13.189
995,3,ML,2016-10-30T11:02:45.800000Z,42.769,13.067
996,3.5,ML,2016-10-30T11:00:49.160000Z,42.815,13.09
997,3.6,ML,2016-10-30T10:49:43.340000Z,44.142,12.268
998,3.2,ML,2016-10-30T10:46:39.850000Z,42.709,13.267
999,3,ML,2016-10-30T10:43:03.060000Z,42.81,13.095
1000,3,ML,2016-10-30T10:41:41.210000Z,42.793,13.095
1001,3,ML,2016-10-30T10:37:38.670000Z,42.717,13.211
1002,3.3,ML,2016-10-30T10:32:11.780000Z,42.864,13.134
1003,3.2,ML,2016-10-30T10:30:09.140000Z,42.848,13.091
1004,3.2,ML,2016-10-30T10:29:22.470000Z,42.86,13.21
1005,3,ML,2016-10-30T10:27:57.320000Z,42.946,13.187
1006,3.6,ML,2016-10-30T10:26:24.890000Z,42.838,13.075
1007,3.7,ML,2016-10-30T10:24:33.860000Z,42.942,13.192
1008,3.1,ML,2016-10-30T10:23:55.170000Z,42.839,13.086
1009,3.3,ML,2016-10-30T10:20:51.820000Z,43.06,13.068
1010,3.2,ML,2016-10-30T10:15:38.090000Z,42.736,13.256
1011,3.3,ML,2016-10-30T10:12:46.750000Z,42.856,13.065
1012,3,ML,2016-10-30T10:10:01.850000Z,42.769,13.205
1013,3.3,ML,2016-10-30T10:00:47.960000Z,42.758,13.117
1014,3.1,ML,2016-10-30T09:58:40.330000Z,42.771,13.167
1015,3,ML,2016-10-30T09:56:24.170000Z,42.808,13.121
1016,3.6,ML,2016-10-30T09:51:04.230000Z,42.847,13.136
1017,3.1,ML,2016-10-30T09:50:27.210000Z,42.777,13.07
1018,3.1,ML,2016-10-30T09:47:09.530000Z,42.715,13.187
1019,3.3,ML,2016-10-30T09:45:34.930000Z,42.72,13.184
1020,3.3,ML,2016-10-30T09:41:05.460000Z,42.901,13.302
1021,3.1,ML,2016-10-30T09:40:06.800000Z,42.73,13.189
1022,3.1,ML,2016-10-30T09:34:00.410000Z,42.678,13.227
1023,3.2,ML,2016-10-30T09:33:14.870000Z,42.795,13.166
1024,3,ML,2016-10-30T09:29:49.430000Z,42.679,13.176
1025,4.4,ML,2016-10-30T09:27:07.440000Z,35.147,16.207
1026,3.3,ML,2016-10-30T09:23:53.360000Z,42.86,13.118
1027,3.1,ML,2016-10-30T09:23:16.210000Z,42.788,13.16
1028,3.4,ML,2016-10-30T09:19:20.500000Z,42.906,13.187
1029,3,ML,2016-10-30T09:18:28.080000Z,42.887,13.158
1030,3.1,ML,2016-10-30T09:10:38.940000Z,42.779,13.067
1031,3.1,ML,2016-10-30T09:06:54.290000Z,42.901,13.099
1032,3.5,ML,2016-10-30T09:04:45.320000Z,42.693,13.218
1033,3.4,ML,2016-10-30T09:03:29.870000Z,42.826,13.102
1034,3.5,ML,2016-10-30T09:02:29.710000Z,42.936,13.205
1035,3.4,ML,2016-10-30T08:59:08.890000Z,42.883,13.056
1036,3.1,ML,2016-10-30T08:58:27.070000Z,42.717,13.202
1037,3.5,ML,2016-10-30T08:57:55.370000Z,42.711,13.219
1038,3.4,ML,2016-10-30T08:56:44.670000Z,42.779,13.144
1039,3,ML,2016-10-30T08:56:33.470000Z,42.673,13.234
1040,3,ML,2016-10-30T08:55:52.540000Z,42.903,13.139
1041,3.2,ML,2016-10-30T08:49:13.210000Z,42.881,13.188
1042,3.4,ML,2016-10-30T08:48:49.810000Z,42.902,13.152
1043,3,ML,2016-10-30T08:45:38.050000Z,42.816,13.151
1044,3.2,ML,2016-10-30T08:42:53.640000Z,42.765,13.22
1045,3.6,ML,2016-10-30T08:41:19.810000Z,42.895,13.19
1046,3.1,ML,2016-10-30T08:37:55.860000Z,42.785,13.033
1047,3.8,ML,2016-10-30T08:37:04.220000Z,42.74,13.261
1048,3.2,ML,2016-10-30T08:35:26.600000Z,42.76,13.142
1049,3.2,ML,2016-10-30T08:35:07.670000Z,42.911,13.236
1050,3.8,ML,2016-10-30T08:34:21.840000Z,42.86,13.054
1051,3.7,ML,2016-10-30T08:32:00.820000Z,42.9,13.156
1052,3.5,ML,2016-10-30T08:31:06.710000Z,42.885,13.101
1053,3.5,ML,2016-10-30T08:24:35.180000Z,42.776,13.071
1054,3.7,ML,2016-10-30T08:22:52.120000Z,42.729,13.137
1055,3.5,ML,2016-10-30T08:21:54.930000Z,42.828,13.113
1056,3.2,ML,2016-10-30T08:19:39.690000Z,42.907,13.184
1057,3.3,ML,2016-10-30T08:16:41.030000Z,42.929,13.19
1058,3,ML,2016-10-30T08:16:33.690000Z,42.883,13.037
1059,3.5,ML,2016-10-30T08:13:04.730000Z,42.893,13.153
1060,3.1,ML,2016-10-30T08:12:23.350000Z,42.94,13.185
1061,3.5,ML,2016-10-30T08:10:51.110000Z,42.859,13.05
1062,3,ML,2016-10-30T08:09:56.990000Z,42.783,13.031
1063,3,ML,2016-10-30T08:07:59.200000Z,42.934,13.192
1064,3.2,ML,2016-10-30T08:05:01.780000Z,42.921,13.088
1065,3.2,ML,2016-10-30T08:03:59.820000Z,42.803,13.213
1066,3.2,ML,2016-10-30T08:03:49.870000Z,42.711,13.23
1067,3.2,ML,2016-10-30T08:03:05.330000Z,42.792,13.078
1068,3.3,ML,2016-10-30T08:02:40.100000Z,42.831,13.075
1069,3.4,ML,2016-10-30T08:00:09.110000Z,42.913,13.175
1070,3.5,ML,2016-10-30T08:00:09.490000Z,42.797,13.122
1071,3.5,ML,2016-10-30T07:59:17.150000Z,42.787,13.086
1072,3,ML,2016-10-30T07:57:12.160000Z,42.7,13.188
1073,3.2,ML,2016-10-30T07:56:07.330000Z,42.842,13.061
1074,3.4,ML,2016-10-30T07:55:59.540000Z,42.902,13.189
1075,3.2,ML,2016-10-30T07:55:30.350000Z,42.787,13.122
1076,3.3,ML,2016-10-30T07:53:31.760000Z,42.767,13.145
1077,3.3,ML,2016-10-30T07:51:41.150000Z,42.889,13.164
1078,3,ML,2016-10-30T07:50:04.620000Z,42.933,13.194
1079,3.3,ML,2016-10-30T07:49:17.020000Z,42.918,13.151
1080,3,ML,2016-10-30T07:47:32.740000Z,42.847,13.072
1081,3.3,ML,2016-10-30T07:46:43.510000Z,42.933,13.192
1082,3.6,ML,2016-10-30T07:45:03.000000Z,42.833,13.04
1083,3.6,ML,2016-10-30T07:44:45.590000Z,42.81,13.141
1084,3.4,ML,2016-10-30T07:44:29.650000Z,42.934,13.207
1085,3.5,ML,2016-10-30T07:44:15.560000Z,42.938,13.194
1086,3,ML,2016-10-30T07:44:05.350000Z,42.847,13.072
1087,3.7,ML,2016-10-30T07:42:56.570000Z,42.743,13.181
1088,3.5,ML,2016-10-30T07:42:45.350000Z,42.668,13.303
1089,3.3,ML,2016-10-30T07:42:16.360000Z,42.777,13.182
1090,3.6,ML,2016-10-30T07:41:07.140000Z,42.859,13.057
1091,3.1,ML,2016-10-30T07:40:48.550000Z,42.806,13.152
1092,3.6,ML,2016-10-30T07:40:32.610000Z,42.778,13.177
1093,4,ML,2016-10-30T07:38:59.030000Z,42.682,13.157
1094,3.3,ML,2016-10-30T07:38:45.420000Z,42.739,13.152
1095,3.7,ML,2016-10-30T07:37:20.230000Z,42.884,13.103
1096,3.1,ML,2016-10-30T07:36:57.770000Z,42.881,13.272
1097,4,ML,2016-10-30T07:34:47.900000Z,42.927,13.133
1098,3,ML,2016-10-30T07:34:01.600000Z,42.768,13.162
1099,3.1,ML,2016-10-30T07:32:56.450000Z,42.748,13.076
1100,3.1,ML,2016-10-30T07:32:31.850000Z,42.73,13.251
1101,3.3,ML,2016-10-30T07:31:08.320000Z,42.803,13.084
1102,3.6,ML,2016-10-30T07:30:12.960000Z,42.803,13.08
1103,3,ML,2016-10-30T07:29:39.470000Z,42.803,13.096
1104,3.4,ML,2016-10-30T07:28:39.870000Z,42.784,13.19
1105,3.3,ML,2016-10-30T07:28:00.830000Z,42.887,13.13
1106,3.2,ML,2016-10-30T07:25:08.210000Z,42.869,13.093
1107,3.8,ML,2016-10-30T07:24:38.030000Z,42.728,13.222
1108,3.5,ML,2016-10-30T07:23:40.600000Z,42.783,13.135
1109,3,ML,2016-10-30T07:23:21.870000Z,42.851,13.088
1110,3.1,ML,2016-10-30T07:22:50.840000Z,42.857,13.06
1111,3.2,ML,2016-10-30T07:21:26.800000Z,42.874,13.123
1112,3.5,ML,2016-10-30T07:19:54.660000Z,42.825,13.091
1113,3.5,ML,2016-10-30T07:16:34.570000Z,42.722,13.194
1114,3.4,ML,2016-10-30T07:16:00.560000Z,42.734,13.161
1115,3.6,ML,2016-10-30T07:15:53.750000Z,42.859,13.077
1116,3.3,ML,2016-10-30T07:14:21.360000Z,42.816,13.098
1117,3.8,ML,2016-10-30T07:14:00.680000Z,42.682,13.227
1118,3.5,ML,2016-10-30T07:13:37.930000Z,42.769,13.231
1119,4.2,ML,2016-10-30T07:13:05.200000Z,42.694,13.225
1120,3,ML,2016-10-30T07:12:53.530000Z,42.794,13.1
1121,3.7,ML,2016-10-30T07:10:06.380000Z,42.804,13.105
1122,3.5,ML,2016-10-30T07:09:24.350000Z,42.86,13.056
1123,4.2,ML,2016-10-30T07:08:35.440000Z,42.713,13.141
1124,3.7,ML,2016-10-30T07:08:25.260000Z,42.816,13.158
1125,4.1,ML,2016-10-30T07:07:53.690000Z,42.716,13.19
1126,3.2,ML,2016-10-30T07:07:10.230000Z,42.794,13.154
1127,3.8,ML,2016-10-30T07:06:45.180000Z,42.875,13.058
1128,4,ML,2016-10-30T07:05:56.270000Z,42.794,13.157
1129,3.8,ML,2016-10-30T07:04:59.380000Z,42.827,13.06
1130,3.9,ML,2016-10-30T07:03:22.580000Z,42.807,13.121
1131,4,ML,2016-10-30T07:01:32.630000Z,42.778,13.221
1132,3.2,ML,2016-10-30T07:00:53.760000Z,42.837,13.072
1133,3.8,ML,2016-10-30T07:00:40.240000Z,42.878,13.052
1134,3.6,ML,2016-10-30T06:59:45.450000Z,42.831,13.19
1135,3.9,ML,2016-10-30T06:59:31.400000Z,42.881,13.142
1136,3.2,ML,2016-10-30T06:58:02.960000Z,42.908,13.101
1137,3.8,ML,2016-10-30T06:57:21.570000Z,42.861,13.092
1138,3.5,ML,2016-10-30T06:56:38.110000Z,42.844,13.145
1139,4.2,ML,2016-10-30T06:56:05.760000Z,42.8,13.11
1140,4.1,ML,2016-10-30T06:55:54.160000Z,42.751,13.227
1141,3.6,ML,2016-10-30T06:55:41.040000Z,42.714,13.195
1142,3.1,ML,2016-10-30T06:53:54.850000Z,42.762,13.165
1143,3.3,ML,2016-10-30T06:53:13.130000Z,42.819,13.095
1144,3.6,ML,2016-10-30T06:51:55.310000Z,42.783,13.13
1145,3.7,ML,2016-10-30T06:51:14.270000Z,42.893,13.077
1146,3.6,ML,2016-10-30T06:50:43.710000Z,42.807,13.195
1147,3.9,ML,2016-10-30T06:48:52.630000Z,42.687,13.198
1148,3.7,ML,2016-10-30T06:48:27.140000Z,42.783,13.164
1149,3.3,ML,2016-10-30T06:47:05.640000Z,42.789,13.177
1150,4.4,ML,2016-10-30T06:44:30.680000Z,42.862,13.079
1151,3.5,ML,2016-10-30T06:43:46.260000Z,42.9,13.146
1152,4,ML,2016-10-30T06:43:08.810000Z,42.767,13.138
1153,3.9,ML,2016-10-30T06:42:27.460000Z,42.883,13.054
1154,4.3,ML,2016-10-30T06:41:16.980000Z,42.774,13.134
1155,3.3,ML,2016-10-29T23:01:34.170000Z,43.066,13.077
1156,3.2,ML,2016-10-29T22:08:08.530000Z,42.827,13.098
1157,3.2,ML,2016-10-29T17:14:26.740000Z,42.957,13.075
1158,3.4,ML,2016-10-29T15:16:19.130000Z,42.873,13.198
1159,3.2,ML,2016-10-29T14:28:51.470000Z,43.021,13.102
1160,4.1,ML,2016-10-29T11:58:04.730000Z,39.951,15.84
1161,3,ML,2016-10-29T11:48:17.470000Z,43.013,13.109
1162,3.2,ML,2016-10-29T10:39:02.400000Z,37.852,14.709
1163,3.6,ML,2016-10-29T10:16:25.170000Z,42.848,13.158
1164,3.1,ML,2016-10-29T09:30:55.000000Z,42.853,13.062
1165,3.2,ML,2016-10-29T08:58:43.660000Z,42.95,13.083
1166,3.5,ML,2016-10-29T08:48:54.680000Z,42.991,13.058
1167,3.5,ML,2016-10-28T23:18:10.210000Z,42.88,13.09
1168,3.1,ML,2016-10-28T22:00:16.500000Z,42.803,13.146
1169,3,ML,2016-10-28T20:09:21.020000Z,42.885,13.034
1170,5.8,ML,2016-10-28T20:02:43.150000Z,39.267,13.547
1171,3.8,ML,2016-10-28T19:56:31.220000Z,42.862,13.155
1172,3.8,ML,2016-10-28T15:56:59.130000Z,42.785,13.114
1173,3,ML,2016-10-28T15:35:29.690000Z,43.042,13.09
1174,3.5,ML,2016-10-28T13:56:39.530000Z,42.865,13.208
1175,3.7,ML,2016-10-28T13:56:32.530000Z,42.865,13.21
1176,3.1,ML,2016-10-28T10:11:03.180000Z,43.031,13.133
1177,3.3,ML,2016-10-28T09:12:12.930000Z,42.924,13.118
1178,3.4,ML,2016-10-28T08:10:52.090000Z,42.958,13.146
1179,3.2,ML,2016-10-28T05:34:51.640000Z,42.891,13.179
1180,3.3,ML,2016-10-28T03:51:14.330000Z,42.857,13.057
1181,3.3,ML,2016-10-28T03:00:12.350000Z,42.996,13.136
1182,3.1,ML,2016-10-28T02:40:20.280000Z,42.995,13.141
1183,3.3,ML,2016-10-28T02:33:53.350000Z,42.991,13.15
1184,3.5,ML,2016-10-28T02:13:19.320000Z,43.03,13.119
1185,3.3,ML,2016-10-28T01:55:09.500000Z,42.99,13.143
1186,3,ML,2016-10-28T01:19:44.500000Z,42.809,13.115
1187,3.3,ML,2016-10-28T00:14:03.260000Z,42.96,13.079
1188,3.1,ML,2016-10-27T23:35:51.130000Z,42.867,13.154
1189,3,ML,2016-10-27T21:33:18.510000Z,42.9,13.164
1190,3.1,ML,2016-10-27T20:10:55.680000Z,42.898,13.051
1191,3.2,ML,2016-10-27T20:01:55.950000Z,42.992,13.068
1192,3.1,ML,2016-10-27T18:50:29.510000Z,42.831,13.156
1193,3.4,ML,2016-10-27T17:27:33.700000Z,43.009,13.126
1194,3.9,ML,2016-10-27T17:23:43.320000Z,42.849,13.108
1195,3.2,ML,2016-10-27T16:14:50.180000Z,42.952,13.07
1196,3,ML,2016-10-27T14:37:53.490000Z,42.897,13.165
1197,3,ML,2016-10-27T12:47:17.130000Z,42.884,13.078
1198,3,ML,2016-10-27T12:29:15.210000Z,43.022,13.132
1199,3.1,ML,2016-10-27T12:27:42.530000Z,43.027,13.139
1200,3.3,ML,2016-10-27T12:23:37.590000Z,43.02,13.129
1201,3,ML,2016-10-27T12:19:40.090000Z,43.025,13.132
1202,3.5,ML,2016-10-27T12:19:00.370000Z,43.021,13.126
1203,3,ML,2016-10-27T11:08:00.680000Z,42.977,13.046
1204,3.2,ML,2016-10-27T10:38:14.480000Z,42.981,13.046
1205,3.1,ML,2016-10-27T10:10:49.560000Z,42.987,13.127
1206,3.3,ML,2016-10-27T08:45:12.250000Z,42.994,13.12
